,id,tweet_text,tweet_date,original_sentiment,query_used,negative,neutro,positive,compound,sentiment
4182,1024057045622960128,Moro pede explicação sobre vaquinha de Vaccarezza para campanha política: https://t.co/zIDuLjAOLy https://t.co/0t55xNE8zg,Mon Jul 30 22:20:00 +0000 2018,neutral,jornaloglobo,0.127,0.873,0.0,-0.1531,negative
4186,1024061799417741313,Duas pessoas são presas por roubar casas durante incêndios na Califórnia https://t.co/7lzUpDG4X2,Mon Jul 30 22:38:53 +0000 2018,neutral,veja,0.225,0.775,0.0,-0.4939,negative
4188,1024063142148689921,Carioca vai às lágrimas ao anunciar sua saída do programa ‘Pânico’ https://t.co/du8Y7HCzCI,Mon Jul 30 22:44:13 +0000 2018,neutral,veja,0.367,0.633,0.0,-0.7003,negative
4190,1024063336852414464,"‘É quase um milagre’, comemora ambientalista sobre filhote de onça que nasceu no Parque do Iguaçu. https://t.co/lldgh4ivhW https://t.co/UjSSUhWzYp",Mon Jul 30 22:45:00 +0000 2018,neutral,jornaloglobo,0.0,0.683,0.317,0.7881,positive
4191,1024064594992480257,"As chuvas de monção em Bihar, no Nordeste da Índia, levaram peixes para dentro de um hospital! Apesar da situação, o atendimento na unidade continuou e os pacientes se encolheram em suas camas, aguardando as águas sujas baixarem. https://t.co/s02qs9NCiA #JornalOGlobo https://t.co/9ngwV0kC1K",Mon Jul 30 22:50:00 +0000 2018,neutral,jornaloglobo,0.047,0.953,0.0,-0.2244,negative
4192,1024065853636018176,"""Ele não precisava dessa campanha"", diz Washington Olivetto sobre comercial de Neymar. https://t.co/GkQ0vPoAX4 https://t.co/muE41JFBoy",Mon Jul 30 22:55:00 +0000 2018,neutral,jornaloglobo,0.145,0.855,0.0,-0.296,negative
4194,1024069628698521600,"Vídeo: Mulher é agredida após reagir contra assédio na rua, em Paris. https://t.co/tT8ChFJYb7 https://t.co/ID7Uoozpp5",Mon Jul 30 23:10:00 +0000 2018,neutral,jornaloglobo,0.231,0.769,0.0,-0.5574,negative
4195,1024071928930291712,Irmãs russas matam pai a facadas após anos de maus-tratos https://t.co/SSLwPWM0It,Mon Jul 30 23:19:08 +0000 2018,neutral,veja,0.244,0.756,0.0,-0.4404,negative
4196,1024072144785891329,Ministério Público Federal vai reabrir investigações sobre a morte de Wladimir Herzog: https://t.co/StZ1sPzbNE https://t.co/wv5tQUSTV2,Mon Jul 30 23:20:00 +0000 2018,neutral,jornaloglobo,0.245,0.755,0.0,-0.5994,negative
4197,1024077180815400960,Vídeos mostram que piloto tentou pousar avião antes de acidente em SP: https://t.co/0mwsz6MPtb https://t.co/6kugE0HiRc,Mon Jul 30 23:40:00 +0000 2018,neutral,jornaloglobo,0.207,0.793,0.0,-0.5267,negative
4198,1024079403872145410,Blueseiro americano JJ Jackson morre aos 75 anos em São Paulo. https://t.co/S0rW2qnOKZ https://t.co/DCL4hxXvty,Mon Jul 30 23:48:51 +0000 2018,neutral,jornaloglobo,0.0,0.814,0.186,0.4084,positive
4200,1024080953751351296,Alcione compõe jingle para campanha de Roseana Sarney no Maranhão. https://t.co/KmFGktWCr6 https://t.co/3UIOmVZ9AI,Mon Jul 30 23:55:00 +0000 2018,neutral,jornaloglobo,0.127,0.873,0.0,-0.1531,negative
4201,1024081339316936704,EUA anunciam criação de força-tarefa pela liberdade religiosa https://t.co/3tW1Ttthze,Mon Jul 30 23:56:32 +0000 2018,neutral,veja,0.0,0.56,0.44,0.6705,positive
4202,1024082214034657280,Greve de taxistas contra Uber e Cabify gera caos em cidades na Espanha: https://t.co/Z0NnUxZk2Q https://t.co/3eYxCgNF4F,Tue Jul 31 00:00:01 +0000 2018,neutral,jornaloglobo,0.302,0.698,0.0,-0.6369,negative
4204,1024087244339126273,"Atacada por fãs, dançarina de Demi Lovato nega envolvimento em overdose. https://t.co/EDO0sgzWbm https://t.co/QptQ0JKFfB",Tue Jul 31 00:20:00 +0000 2018,neutral,jornaloglobo,0.189,0.811,0.0,-0.4215,negative
4206,1024092693243351047,Vídeo de assédio e agressão à estudante em rua de Paris choca a França https://t.co/TzPF1A5Buo,Tue Jul 31 00:41:39 +0000 2018,neutral,veja,0.367,0.633,0.0,-0.7003,negative
4207,1024095600365776896,"Autora da peça de Jesus trans critica líderes políticos e religiosos de Garanhuns: ‘uma vergonha total’, diz a escocesa, em carta aberta. https://t.co/qCOIwHHaYy https://t.co/6CeW5gS6jp",Tue Jul 31 00:53:12 +0000 2018,neutral,jornaloglobo,0.203,0.797,0.0,-0.6249,negative
4208,1024097313327738881,Sommelière Elaine Oliveira dá sete dicas para quem quer acertar no mundo do vinho: https://t.co/8rUhEKC37b https://t.co/v842jwuaTH,Tue Jul 31 01:00:00 +0000 2018,neutral,jornaloglobo,0.081,0.66,0.259,0.5423,positive
4210,1024107377145073664,QUIZ - Fusão Disney/Fox: você sabe qual das duas empresas criou esses personagens?https://t.co/1z4QX6Rpz0 https://t.co/aLNgihEN2S,Tue Jul 31 01:40:00 +0000 2018,neutral,jornaloglobo,0.0,0.851,0.149,0.2732,positive
4211,1024112412637765632,"Anvisa proíbe venda de gel de arnica, Sebo de Carneiro e Doutorzinho. https://t.co/3m3F3zOPQo https://t.co/QdLQdIbRLC",Tue Jul 31 02:00:00 +0000 2018,neutral,jornaloglobo,0.161,0.839,0.0,-0.3182,negative
4213,1024124139622330375,"‘Não tenho plano B’, diz Bolsonaro sobre Paulo Guedes https://t.co/JslDDdc3Jt",Tue Jul 31 02:46:36 +0000 2018,neutral,veja,0.196,0.804,0.0,-0.296,negative
4214,1024127761361719296,Propaganda do Boticário com família negra sofre ataques na internet: https://t.co/OVKKcpD4sZ https://t.co/biAMVydBQ4,Tue Jul 31 03:01:00 +0000 2018,neutral,jornaloglobo,0.471,0.529,0.0,-0.7906,negative
4217,1024172809721798656,"Vídeo: Mulher é agredida após reagir contra assédio na rua, em Paris. https://t.co/tT8ChFsmMx https://t.co/beTp91ZIaj",Tue Jul 31 06:00:00 +0000 2018,neutral,jornaloglobo,0.231,0.769,0.0,-0.5574,negative
4218,1024187910386409473,"Atacada por fãs, dançarina de Demi Lovato nega envolvimento em overdose. https://t.co/EDO0sgRx2U https://t.co/XZ4741YQNu",Tue Jul 31 07:00:00 +0000 2018,neutral,jornaloglobo,0.189,0.811,0.0,-0.4215,negative
4219,1024203006810644480,Modelo curve Bruna Erhardt diz que não se pesa há três anos: 'É muito libertador'. https://t.co/CLKRg3uwEh https://t.co/Caulxlv2dU,Tue Jul 31 08:00:00 +0000 2018,neutral,jornaloglobo,0.112,0.765,0.122,0.0516,positive
4220,1024218106799910914,"""Ele não precisava dessa campanha"", diz Washington Olivetto sobre comercial de Neymar. https://t.co/GkQ0vPoAX4 https://t.co/EANfPbQOHX",Tue Jul 31 09:00:00 +0000 2018,neutral,jornaloglobo,0.145,0.855,0.0,-0.296,negative
4223,1024237637169762304,"Bom dia, pessoal! Esta é a versão impressa da capa do #JornalOGlobo desta terça-feira, dia 31 de julho de 2018. Para mais notícias, acesse: https://t.co/6QeHHAyTfp! 😉 https://t.co/2UYTB5E4pW",Tue Jul 31 10:17:36 +0000 2018,neutral,jornaloglobo,0.059,0.815,0.125,0.4184,positive
4224,1024242099418554368,Bolsonaro diz que não tem 'plano B' para a economia sem seu orientador. https://t.co/7NRdYGbqXa https://t.co/9Zwy2NF25Y,Tue Jul 31 10:35:20 +0000 2018,neutral,jornaloglobo,0.241,0.759,0.0,-0.4215,negative
4225,1024245522645884928,Produto feito no Brasil chega a ser 30% mais caro que o produzido nos EUA https://t.co/PoBkTNg3ru,Tue Jul 31 10:48:56 +0000 2018,neutral,veja,0.0,0.833,0.167,0.3818,positive
4226,1024247869803569158,Inteligência americana indica que Coreia do Norte constrói novos mísseis https://t.co/9iXz5YhOc0,Tue Jul 31 10:58:16 +0000 2018,neutral,veja,0.0,0.763,0.237,0.4767,positive
4227,1024249431464534017,Diretor de Aviação Civil da Malásia renuncia após relatório final do MH370. https://t.co/CLDYLSVNZ8 https://t.co/R7J1LdEPd2,Tue Jul 31 11:04:28 +0000 2018,neutral,jornaloglobo,0.15,0.85,0.0,-0.3182,negative
4232,1024263417601748992,"No Rio, Romário e Eduardo Paes disputam apoio do PR. https://t.co/eCCElkDvEj https://t.co/AoqOSMM4Lj",Tue Jul 31 12:00:03 +0000 2018,neutral,jornaloglobo,0.0,0.8,0.2,0.3612,positive
4233,1024263851599122432,Janaína e Bolsonaro conversam e ela volta a ter ‘muita chance’ de ser vice https://t.co/7a9XXNwa9H,Tue Jul 31 12:01:46 +0000 2018,neutral,veja,0.0,0.846,0.154,0.25,positive
4235,1024265312223600640,Veja o que é #FATO ou #FAKE na entrevista de Alvaro Dias para a GloboNews. https://t.co/lucVnjhlL4,Tue Jul 31 12:07:35 +0000 2018,neutral,jornaloglobo,0.118,0.882,0.0,-0.1531,negative
4237,1024269490601840641,Embraer tem prejuízo e receita 20% menor no segundo trimestre https://t.co/yVVIqOyrFU,Tue Jul 31 12:24:11 +0000 2018,neutral,veja,0.403,0.597,0.0,-0.6597,negative
4238,1024273188015009792,Fox planeja derivado de ’24 Horas’ para contar origem de Jack Bauer https://t.co/OeaDYAr6cm,Tue Jul 31 12:38:52 +0000 2018,neutral,veja,0.118,0.882,0.0,-0.1531,negative
4239,1024273471876956160,Empresas recorrem à inteligência artificial e a simulações na hora de contratar. https://t.co/IeCGCjYuOh https://t.co/eoC0vdXYJy,Tue Jul 31 12:40:00 +0000 2018,neutral,jornaloglobo,0.0,0.763,0.237,0.4767,positive
4240,1024273566227984384,"Nilmar se diz recuperado de depressão, mas nega volta ao futebol https://t.co/fp7AozLfC6",Tue Jul 31 12:40:22 +0000 2018,neutral,veja,0.377,0.623,0.0,-0.7227,negative
4241,1024278509479292929,É #FAKE cartaz da PM de SP com alerta contra golpe do ovo no para-brisa. https://t.co/KAvzZv3Tzn https://t.co/SYpzXD5SPY,Tue Jul 31 13:00:01 +0000 2018,neutral,jornaloglobo,0.186,0.704,0.111,-0.3612,negative
4242,1024283538265395200,"Para manter crescimento sustentável na próxima década só com investimento médio de 17,8%. https://t.co/w3aZOlURRy https://t.co/BRFULaP8gU",Tue Jul 31 13:20:00 +0000 2018,neutral,jornaloglobo,0.093,0.756,0.151,0.25,positive
4243,1024285028249948160,"Desemprego recua para 12,4% em junho e atinge 13 milhões de pessoas https://t.co/IhX8WB9Phx",Tue Jul 31 13:25:55 +0000 2018,neutral,veja,0.306,0.612,0.082,-0.5106,negative
4244,1024285115416039424,Maduro assume ‘responsabilidade’ por crise econômica da Venezuela https://t.co/fkz1QTiauh,Tue Jul 31 13:26:16 +0000 2018,neutral,veja,0.401,0.408,0.19,-0.4767,negative
4245,1024287958218801153,Novela ‘O Tempo Não Para’ marca retorno de Luiz Fernando Guimarães https://t.co/oVBS4eT7iH,Tue Jul 31 13:37:34 +0000 2018,neutral,veja,0.297,0.703,0.0,-0.4215,negative
4246,1024288571413475333,Terrorista de Manchester foi resgatado da Líbia pela Marinha britânica. https://t.co/F4mVMRZZ7G https://t.co/U2U21jK3YB,Tue Jul 31 13:40:00 +0000 2018,neutral,jornaloglobo,0.251,0.585,0.164,-0.3612,negative
4247,1024289445066010626,.@Ancelmocom: Michel Assef diz que Kleber Leite sofre retaliação no Flamengo. https://t.co/DqBrOBTaw0 https://t.co/RuuUgjhsMv,Tue Jul 31 13:43:28 +0000 2018,neutral,jornaloglobo,0.205,0.795,0.0,-0.4767,negative
4250,1024291305634123776,Técnico do Real Madrid rasga elogios a Vinicius Júnior. https://t.co/trpQmnStBT https://t.co/rpDuznDIP4,Tue Jul 31 13:50:52 +0000 2018,neutral,jornaloglobo,0.0,0.726,0.274,0.5267,positive
4251,1024293587486470144,Justiça não considera plástico em nugget motivo para indenização. https://t.co/qXVJthCKcn https://t.co/YjRN0oD9KS,Tue Jul 31 13:59:56 +0000 2018,neutral,jornaloglobo,0.25,0.526,0.224,0.1531,positive
4254,1024297733564391424,"Luz se apaga e Ratinho tem que pensar rápido, ao vivo no SBT https://t.co/CyOOh0Dc5J",Tue Jul 31 14:16:24 +0000 2018,neutral,veja,0.0,0.714,0.286,0.5267,positive
4255,1024298637432516615,"Exposições, cursos e oficinas voltados à inovação serão oferecidos ao público a partir de sexta-feira na Casa Firjan. https://t.co/zb5oizzSvj https://t.co/VZHtDgaUl7",Tue Jul 31 14:20:00 +0000 2018,neutral,jornaloglobo,0.0,0.86,0.14,0.3818,positive
4256,1024301212349460481,Alpinistas presos após terremoto na Indonésia são resgatados https://t.co/NiNLjBc7Is,Tue Jul 31 14:30:14 +0000 2018,neutral,veja,0.0,0.777,0.223,0.3182,positive
4257,1024303243114016770,China condena à morte escritor que ‘confessou’ 4 assassinatos em livro https://t.co/KVCbSVndg8,Tue Jul 31 14:38:18 +0000 2018,neutral,veja,0.615,0.385,0.0,-0.9042,negative
4259,1024306393199923200,‘Desculpa patrocinada’ de Neymar é parte de contrato de R$ 26 mi https://t.co/kdDXCq4FjI,Tue Jul 31 14:50:49 +0000 2018,neutral,veja,0.106,0.894,0.0,-0.0772,negative
4262,1024308707302273024,Três aplicativos de delivery que você precisa conhecer. https://t.co/FqgTMrIfC0 https://t.co/kFM4IIT1Oo,Tue Jul 31 15:00:01 +0000 2018,neutral,jornaloglobo,0.0,0.811,0.189,0.2732,positive
4263,1024310139996778496,Mãe sai em defesa de Neymar: ‘Não se abata com acusações’ https://t.co/Zk61RysMOY,Tue Jul 31 15:05:42 +0000 2018,neutral,veja,0.302,0.604,0.094,-0.4767,negative
4264,1024312567571865600,"Advogado Hélio Bicudo, autor do impeachment e fundador do PT, morre aos 96 https://t.co/8DPdbWdx1c",Tue Jul 31 15:15:21 +0000 2018,neutral,veja,0.211,0.789,0.0,-0.4939,negative
4265,1024313737568821249,"Em boa fase, Flamengo dobra o número de rodadas na liderança do Brasileiro. https://t.co/Hi0VrooYkn https://t.co/JFT3WhTGgZ",Tue Jul 31 15:20:00 +0000 2018,neutral,jornaloglobo,0.0,0.745,0.255,0.4767,positive
4266,1024317386365788160,Dublê de Dwayne Johnson há 17 anos ganha carrão de surpresa do ator https://t.co/jQHUxHoUV6,Tue Jul 31 15:34:30 +0000 2018,neutral,veja,0.0,0.573,0.427,0.802,positive
4267,1024318770276380673,"'Ele tinha no rosto um pavor enorme', disse soldado que matou o cangaceiro Lampião, há 80 anos. https://t.co/I39fyP5RCE https://t.co/EGdbMLwcWe",Tue Jul 31 15:40:00 +0000 2018,neutral,jornaloglobo,0.0,0.876,0.124,0.34,positive
4268,1024319181347532801,Jean Todt: ‘É o momento de deixar Schumacher viver a vida em paz’ https://t.co/2mnoY9FWE2,Tue Jul 31 15:41:38 +0000 2018,neutral,veja,0.0,0.763,0.237,0.4767,positive
4269,1024319757158428672,Número de brasileiros que não trabalha nem procura vaga é recorde https://t.co/sDJxL6Vugw,Tue Jul 31 15:43:55 +0000 2018,neutral,veja,0.176,0.72,0.104,-0.2263,negative
4270,1024321104763080704,"Morre Hélio Bicudo, fundador do PT e autor do pedido de impeachment de Dilma. https://t.co/eNHm1T7pft https://t.co/iPq4mKIhAD",Tue Jul 31 15:49:16 +0000 2018,neutral,jornaloglobo,0.186,0.814,0.0,-0.4939,negative
4271,1024322251531976704,"Anvisa proíbe venda de gel de arnica, sebo de carneiro e creme Doutorzinho https://t.co/ObEdVQs0me",Tue Jul 31 15:53:50 +0000 2018,neutral,veja,0.161,0.839,0.0,-0.3182,negative
4272,1024323807622914048,Crise na Nicarágua ameaça provocar êxodo em massa na região. https://t.co/tDgkEs1L8O https://t.co/2DOBta4H2i,Tue Jul 31 16:00:01 +0000 2018,neutral,jornaloglobo,0.511,0.489,0.0,-0.8555,negative
4273,1024325776064360449,Raquel Dodge recorre ao STF contra liberdade de José Dirceu https://t.co/puJhkSpbjJ,Tue Jul 31 16:07:50 +0000 2018,neutral,veja,0.0,0.746,0.254,0.5267,positive
4274,1024328399614083073,"‘Roda Viva’ com Bolsonaro chega a 2,3 pontos de audiência https://t.co/uzVZbn8fu9",Tue Jul 31 16:18:16 +0000 2018,neutral,veja,0.0,0.763,0.237,0.4215,positive
4276,1024329679925334016,"Prepare-se: papel higiênico, lenço umedecido e fraldas descartáveis vão ficar mais caros. https://t.co/oAwwusMB4n https://t.co/SZndeiXW35",Tue Jul 31 16:23:21 +0000 2018,neutral,jornaloglobo,0.189,0.811,0.0,-0.4215,negative
4277,1024331019594461184,Maior colônia de pinguins-reis perde quase 90% da população em três décadas. https://t.co/obtXG8Wkwl https://t.co/hJrG29tJmG,Tue Jul 31 16:28:40 +0000 2018,neutral,jornaloglobo,0.124,0.649,0.227,0.4404,positive
4279,1024334876336640001,Venezuela: Apagão deixa 80% de Caracas no escuro e gera caos. https://t.co/jAXnfdRX24 https://t.co/eFFP2IwPDf,Tue Jul 31 16:44:00 +0000 2018,neutral,jornaloglobo,0.252,0.748,0.0,-0.5719,negative
4282,1024338908732157953,Flavia Coelho faz sucesso na França com seu 'Bossa Muffin'. https://t.co/xyrpbyYDMA https://t.co/sEpH5Ouyzv,Tue Jul 31 17:00:01 +0000 2018,neutral,jornaloglobo,0.0,0.748,0.252,0.5719,positive
4283,1024339103104610305,"Enquadrado na Ficha Limpa não pode ‘forçar’ por candidatura, diz Fux https://t.co/w2GP4AYjEe",Tue Jul 31 17:00:48 +0000 2018,neutral,veja,0.163,0.741,0.096,-0.2263,negative
4284,1024345221407145984,Tom Zé evita política: ‘Vigiada por desbocados de todas as tendências’ https://t.co/i54LqTte5D,Tue Jul 31 17:25:06 +0000 2018,neutral,veja,0.0,0.894,0.106,0.0772,positive
4285,1024346514431377408,País ganhou 4 mi de trabalhadores informais nos últimos 4 anos https://t.co/9GkCv3xDFP,Tue Jul 31 17:30:15 +0000 2018,neutral,veja,0.0,0.709,0.291,0.5719,positive
4287,1024348195248332800,WhatsApp libera chamadas de áudio e vídeo em grupos. https://t.co/E9nzlmLotR https://t.co/4Fv2tR7MNx,Tue Jul 31 17:36:55 +0000 2018,neutral,jornaloglobo,0.0,0.804,0.196,0.296,positive
4288,1024354005407784960,Israel condena poetisa árabe por suposta incitação on-line ao terrorismo. https://t.co/vnNiz25V1j https://t.co/1JOt3nk398,Tue Jul 31 18:00:01 +0000 2018,neutral,jornaloglobo,0.441,0.559,0.0,-0.836,negative
4289,1024357825210920960,Dodge diz que STF não pode entrar no mérito de investigações https://t.co/qRkRG594Cx,Tue Jul 31 18:15:11 +0000 2018,neutral,veja,0.147,0.667,0.187,0.1531,positive
4292,1024361107274833921,Caixa vai reduzir juros do crédito imobiliário para pessoa jurídica https://t.co/u1TfRpHDHm,Tue Jul 31 18:28:14 +0000 2018,neutral,veja,0.121,0.682,0.197,0.25,positive
4294,1024364068558188545,Putin cria setor militar para difundir patriotismo nas tropas da Rússia. https://t.co/pvAJhCWu0a https://t.co/XUTXSa6sSL,Tue Jul 31 18:40:00 +0000 2018,neutral,jornaloglobo,0.109,0.748,0.143,0.128,positive
4295,1024366553654013952,Parlamento britânico denuncia exploração sexual de agentes humanitários https://t.co/ixnbXwj9Jm,Tue Jul 31 18:49:52 +0000 2018,neutral,veja,0.246,0.593,0.161,-0.25,negative
4297,1024367579698221057,"Após 17 mil dislikes, comercial do Boticário ‘vence’ ataques racistas https://t.co/ruS2Epcls3",Tue Jul 31 18:53:57 +0000 2018,neutral,veja,0.416,0.584,0.0,-0.7506,negative
4300,1024369168697704455,Lulu Santos compõe música sobre namorado: ‘Nosso amor virou notícia’ https://t.co/V6CBairM4g,Tue Jul 31 19:00:16 +0000 2018,neutral,veja,0.0,0.704,0.296,0.6369,positive
4303,1024374905096298503,O que acontece na maior estação de trem do Rio de Janeiro https://t.co/c2rcarDZTJ,Tue Jul 31 19:23:03 +0000 2018,neutral,jornaloglobo,0.0,0.724,0.276,0.6369,positive
4305,1024380776895401985,"@carlos_wt Olá, Carlos. Poderia nos informar o CPF da assinatura e e-mail de contato? Abraços. https://t.co/9GerGbHHVc",Tue Jul 31 19:46:23 +0000 2018,neutral,jornaloglobo,0.0,0.802,0.198,0.4939,positive
4306,1024380791885848578,Febre maculosa: cidade de Salto notifica primeira morte suspeita da doença https://t.co/xzZGaZQhXS,Tue Jul 31 19:46:27 +0000 2018,neutral,veja,0.505,0.495,0.0,-0.8481,negative
4307,1024380947058368512,"@du_pg Olá, senhor. Poderia nos informar o CPF da assinatura e e-mail de contato? Abraços. https://t.co/9GerGbHHVc",Tue Jul 31 19:47:04 +0000 2018,neutral,jornaloglobo,0.0,0.802,0.198,0.4939,positive
4310,1024384201972506624,Maracanã recebe a abertura da 'Copa dos Refugiados' na próxima sexta-feira. https://t.co/H4Pg7OCkg8 https://t.co/6i9dLAH7Cf,Tue Jul 31 20:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.821,0.179,0.34,positive
4312,1024388265321873408,Imagens mostram modelo chegando ao consultório onde realizou procedimento estético que a teria levado à morte. https://t.co/ce8X0iZChb https://t.co/sAKt1sz1dZ,Tue Jul 31 20:16:09 +0000 2018,neutral,jornaloglobo,0.206,0.794,0.0,-0.5994,negative
4313,1024389235325980672,Peru: Trens para Machu Picchu se chocam e deixam feridos. https://t.co/EMGg3s1uVE https://t.co/q4I7Mlfyed,Tue Jul 31 20:20:00 +0000 2018,neutral,jornaloglobo,0.138,0.862,0.0,-0.1531,negative
4315,1024394068703567874,Estudo comprova a relação entre a depressão e o sono ruim https://t.co/syavotwVar,Tue Jul 31 20:39:12 +0000 2018,neutral,veja,0.549,0.451,0.0,-0.8074,negative
4316,1024394267270164480,Sete programas para escapar da chuva no Rio: https://t.co/xR1bEIwufG https://t.co/td7IXwsr2y,Tue Jul 31 20:40:00 +0000 2018,neutral,jornaloglobo,0.113,0.496,0.39,0.5994,positive
4317,1024394324140871681,Ataque contra Ministério dos Refugiados deixa 15 mortos no Afeganistão https://t.co/yhGdHUo27s,Tue Jul 31 20:40:13 +0000 2018,neutral,veja,0.237,0.763,0.0,-0.4767,negative
4318,1024394663271301125,"Dilma e Aécio lideram disputa para o Senado, diz pesquisa CNT/MDA https://t.co/8oNgM5Exyr",Tue Jul 31 20:41:34 +0000 2018,neutral,veja,0.35,0.65,0.0,-0.5106,negative
4319,1024397945473519616,Juristas e políticos lamentam morte de Hélio Bicudo https://t.co/Q1gBktkemM,Tue Jul 31 20:54:37 +0000 2018,neutral,veja,0.358,0.642,0.0,-0.5994,negative
4320,1024398471611207680,Precisa de alguém para buscar o filho? App transporta criança sozinha https://t.co/ilGGy5maK5,Tue Jul 31 20:56:42 +0000 2018,neutral,veja,0.138,0.862,0.0,-0.1531,negative
4322,1024402854986047489,Marisa Monte e Arnaldo Antunes cobram R$ 220 mil de Doria na Justiça https://t.co/qkmvkViBUa,Tue Jul 31 21:14:07 +0000 2018,neutral,veja,0.0,0.779,0.221,0.5267,positive
4323,1024402899550588929,Cuca é apresentado e impõe meta no Santos https://t.co/4hfdn0tSwz,Tue Jul 31 21:14:18 +0000 2018,neutral,veja,0.189,0.811,0.0,-0.1027,negative
4324,1024403584593608704,Manifestantes em greve de fome por Lula são retirados da porta do STF. https://t.co/QhSj9iyupn https://t.co/x4oAMkxkR9,Tue Jul 31 21:17:01 +0000 2018,neutral,jornaloglobo,0.344,0.656,0.0,-0.6486,negative
4325,1024405618415861761,Cuba restringe compra e venda de imóveis em áreas turísticas https://t.co/OB8KdvHzeE,Tue Jul 31 21:25:06 +0000 2018,neutral,veja,0.204,0.796,0.0,-0.3182,negative
4327,1024407281063092225,Avião sofre acidente em aeroporto do México. https://t.co/kYdbLWq1si,Tue Jul 31 21:31:43 +0000 2018,neutral,jornaloglobo,0.52,0.48,0.0,-0.7579,negative
4328,1024407729652355072,"Governo eleva para R$ 1,5 mi teto de financiamento de imóveis com FGTS https://t.co/sp4zIDGktC",Tue Jul 31 21:33:29 +0000 2018,neutral,veja,0.11,0.89,0.0,-0.1531,negative
4329,1024408479740698624,"Eduardo Jorge aceita ser vice de Marina, mas aguarda decisão do PV. https://t.co/xDwg6yUywm https://t.co/GNr34DwPAm",Tue Jul 31 21:36:28 +0000 2018,neutral,jornaloglobo,0.0,0.789,0.211,0.296,positive
4330,1024408822323052544,"EXCLUSIVO: Alvo da mais rumorosa batalha de custódia do Brasil, o adolescente Sean Goldman conta, pela primeira vez, sua versão dos acontecimentos. Leia mais: https://t.co/uzQXmmnX3N https://t.co/ka5C22dBLS",Tue Jul 31 21:37:50 +0000 2018,neutral,veja,0.053,0.864,0.084,0.2103,positive
4331,1024409366982782976,Mais três clientes de Paty Bumbum procuram polícia para relatar problemas após procedimentos estéticos. https://t.co/70r4JODyLM https://t.co/XKNbp4v7NT,Tue Jul 31 21:40:00 +0000 2018,neutral,jornaloglobo,0.247,0.753,0.0,-0.5574,negative
4333,1024411248321077248,Avião sofre acidente em aeroporto do México. https://t.co/kYdbLWq1si https://t.co/Getwb2RF69,Tue Jul 31 21:47:28 +0000 2018,neutral,jornaloglobo,0.481,0.519,0.0,-0.7579,negative
4335,1024412562199326720,Três jornalistas russos são mortos em ataque na República Centro-Africana https://t.co/0fnL5fFbcm,Tue Jul 31 21:52:42 +0000 2018,neutral,veja,0.237,0.763,0.0,-0.4767,negative
4336,1024414401493913602,"Cabelos grandes, fios mais claros... Justin Bieber está cada vez mais parecido com Hailey Baldwin, sua noiva. https://t.co/ifyB0OmERH https://t.co/L93ltdqSux",Tue Jul 31 22:00:00 +0000 2018,neutral,jornaloglobo,0.0,0.891,0.109,0.296,positive
4338,1024414816847450112,Veja o que é #FATO ou #FAKE na entrevista de Alvaro Dias para a GloboNews. https://t.co/SUPk25ETS3 https://t.co/ey8ANk8jm8,Tue Jul 31 22:01:39 +0000 2018,neutral,jornaloglobo,0.11,0.89,0.0,-0.1531,negative
4341,1024418831823982598,"Policiais trocam tiros com criminosos no Morro Santa Marta, em Botafogo. https://t.co/YvD12dTsyb https://t.co/weVdGvokHm",Tue Jul 31 22:17:36 +0000 2018,neutral,jornaloglobo,0.236,0.764,0.0,-0.5719,negative
4342,1024419433081491456,De 2 milhões a menos de 200 mil: maior colônia de pinguins-reis perde quase 90% da população em três décadas. https://t.co/GifUQ4vVr4 https://t.co/IlUcbMOAy4,Tue Jul 31 22:20:00 +0000 2018,neutral,jornaloglobo,0.094,0.735,0.171,0.4404,positive
4343,1024421487451824128,Raquel Dodge defende ao STF que prisão de Lula seja mantida https://t.co/CkICPO551Y,Tue Jul 31 22:28:10 +0000 2018,neutral,veja,0.231,0.769,0.0,-0.5106,negative
4345,1024425617230635008,Veja o que é #FATO ou #FAKE na entrevista de Bolsonaro no Roda Viva. https://t.co/LlTundgn06 https://t.co/m1m3n5iFJT,Tue Jul 31 22:44:34 +0000 2018,neutral,jornaloglobo,0.0,0.823,0.177,0.4215,positive
4346,1024427341190246400,MC Loma tem shows cancelados no Recife por não frequentar a escola https://t.co/F7Knrmrc8j,Tue Jul 31 22:51:25 +0000 2018,neutral,veja,0.167,0.833,0.0,-0.296,negative
4348,1024429499490811905,Itália pode ter violado lei internacional ao retornar cem migrantes à Líbia. https://t.co/xt5GAYunl6 https://t.co/iK4OkG7MVx,Tue Jul 31 23:00:00 +0000 2018,neutral,jornaloglobo,0.202,0.655,0.143,-0.25,negative
4349,1024430592828551168,Paramédicos são acusados de racismo por negarem atendimento a mulher https://t.co/BSa36TJYvw,Tue Jul 31 23:04:20 +0000 2018,neutral,veja,0.313,0.687,0.0,-0.6249,negative
4351,1024434532878098434,"Leite registra alta de 44% desde o início do ano, maior média desde 2016. https://t.co/1hmc2ZEJ93 https://t.co/nPprvyny8f",Tue Jul 31 23:20:00 +0000 2018,neutral,jornaloglobo,0.0,0.769,0.231,0.6369,positive
